Rank,Player,Score,Games Played
2970,Bastric,1535,106
2971,Denise_Dykierek,1535,25
2972,BILLY BIG BALLS,1535,102
2973,hcsikora,1535,24
2974,MalcolmSprye,1535,69
2975,WujekWacek,1535,105
2976,Bikette31,1535,216
2977,awesome1990,1535,90
2978,Illusion1012,1535,61
2979,Sandioso,1535,27
2980,CannedRandy,1535,30
2981,Chabui,1535,157
2982,MorsVa,1535,133
2983,VeraRaspagliesi,1535,21
2984,Simpson123,1535,173
2985,SleepbotZZ,1535,65
2986,jcanderson42,1535,1516
2987,Gargarel,1535,54
2988,Danmanvdb,1534,127
2989,yanche00,1534,199
2990,Err0r404,1534,21
2991,iwojima2010,1534,166
2992,poleltto,1534,120
2993,habr31,1534,588
2994,Calippo87,1534,238
2995,agwn,1534,79
2996,termix,1534,268
2997,BlimpsGo90,1534,301
2998,player5712856,1534,107
2999,ShahBazidas,1534,23
3000,trw22,1534,58
3001,buehlercompanies,1534,703
3002,Terraformidable,1534,25
3003,Mysthalin,1534,31
3004,Emperor Musk,1534,213
3005,Rigoletto83,1534,553
3006,qissu,1534,25
3007,Mesa18,1533,72
3008,Paul2008,1533,22
3009,valloth,1533,43
3010,Aramak,1533,104
3011,Malitrius,1533,40
3012,Giiazu,1533,77
3013,PeterX07,1533,36
3014,xxMARKUSxx,1533,23
3015,Mo161,1532,97
3016,Stunhabt,1532,28
3017,zsgergoe92,1532,39
3018,Bonkersss,1532,380
3019,artificially.busy,1532,88
3020,nbjdttn,1532,57
3021,miss_suncica,1532,323
3022,DJTreeno,1532,249
3023,BobSlaede,1532,150
3024,yorsminroud,1532,33
3025,Magnus 123,1532,25
3026,Codo1,1532,74
3027,drcraft1,1532,521
3028,pompounet,1532,176
3029,Army_9u9,1532,205
3030,MasterSweb,1532,102
3031,hodo,1532,120
3032,Alatrist,1531,45
3033,nafoong,1531,249
3034,Kusvola,1531,97
3035,bognauzdzicka,1531,422
3036,Rumble-Tumble,1531,157
3037,CoconutCapybara,1531,92
3038,XXTN,1531,58
3039,andrejjah,1531,84
3040,Evilgod5291,1531,188
3041,thorfire,1531,28
3042,oskaer,1531,174
3043,GuruOfAllMusic,1531,22
3044,Flejmer,1531,29
3045,Nekette,1531,80
3046,Cromemox,1531,200
3047,warhblue,1531,106
3048,8Black_Hand8,1531,24
3049,Zornbold,1531,57
3050,Tom van Lamoen,1531,166
3051,dsfranca2,1531,129
3052,MoffBucko,1531,88
3053,imreen,1531,219
3054,Beczkozord,1531,199
3055,Arak9929,1531,2116
3056,kahtreena,1531,53
3057,teammj,1530,30
3058,Marionnatik,1530,32
3059,xavierdufour,1530,96
3060,ferflo8,1530,55
3061,Nouts1985,1530,63
3062,enteente,1530,86
3063,Hydrogenbomb,1530,95
3064,Christian Man,1530,597
3065,Vespers,1530,72
3066,rshirk,1530,205
3067,draftdodgers,1530,112
3068,no_use,1530,104
3069,igimat,1530,46
3070,drchemken,1530,99
3071,stahor,1530,23
3072,supermanu24,1530,28
3073,frothywizard,1530,42
3074,cgciancanelli,1530,27
3075,Bombeyo,1530,26
3076,Nova-1618,1529,44
3077,Sylencia,1529,24
3078,Inan,1529,60
3079,Pico85,1529,647
3080,hackmac,1529,86
3081,Miki12345,1529,173
3082,IIIII,1529,193
3083,lunae_lumen,1529,443
3084,Mourice,1529,69
3085,Fedecolopez,1529,69
3086,Niken,1529,30
3087,zorrr,1529,661
3088,Heraldthane,1529,35
3089,MagicMID,1529,103
3090,Fiction N Lies,1529,569
3091,samynator,1528,132
3092,Cepheid,1528,42
3093,akirakunpro,1528,36
3094,minidhim,1528,32
3095,Kreets,1528,35
3096,Grumpy Badger,1528,88
3097,lullyander,1528,52
3098,tryhhard,1528,65
3099,capave,1528,50
3100,TommyRelax,1528,60
3101,tvleavitt,1528,33
3102,KDHN14,1528,107
3103,GorzkaGoszka05,1528,71
3104,Manjamo,1528,154
3105,correo.josemanuel,1528,67
3106,EspenYL,1528,22
3107,iamcaali,1528,103
3108,Anísima76,1528,23
3109,iwishif319,1528,49
3110,Socratic Method,1528,235
3111,DenA6,1528,85
3112,michellelktam,1528,98
3113,imokoke,1527,25
3114,logi170593,1527,84
3115,Youthanasi,1527,106
3116,shishkebab,1527,252
3117,goldenmole,1527,28
3118,Troggen777,1527,21
3119,Big_Wig,1527,266
3120,Daddys little dumper,1527,60
3121,kkt86,1527,221
3122,Hollyfeld501,1527,983
3123,YOUriel,1527,161
3124,Karl_Schulz,1527,284
3125,Guillaume33,1527,112
3126,zuelini,1527,24
3127,DGodQc,1527,158
3128,erika_91_s,1527,52
3129,mmmackattack,1527,430
3130,Zongo1,1527,267
3131,jabalah,1526,180
3132,Rackaren,1526,194
3133,FishbowlGirl,1526,72
3134,CaptainMagnets,1526,176
3135,strangecolours,1526,46
3136,Kamm9,1526,182
3137,kevin1313,1526,144
3138,Periperia,1526,97
3139,dluisp13,1526,94
3140,Jenna_Jameson,1526,35
3141,SadButHopeful,1526,353
3142,The geekygreeky,1526,23
3143,kira slu,1526,84
3144,tallesguibr,1526,1210
3145,jeetyet,1526,40
3146,zhou11,1526,55
3147,Apollon-007,1526,28
3148,314159265358979323846,1526,341
3149,Laraneitor,1526,41
3150,loathario,1526,45
3151,Thilo,1526,76
3152,runken,1526,66
3153,Sevil,1526,31
3154,illi_vannilli,1526,56
3155,longkat,1526,320
3156,mackintoshdan,1526,32
3157,Obaran,1525,22
3158,Adive,1525,390
3159,Domh27,1525,50
3160,ePeace,1525,30
3161,Farrelleinaj,1525,22
3162,Srebrnoreki,1525,53
3163,IbnGhazi,1525,87
3164,thejuiceee,1525,26
3165,yeung111,1525,65
3166,Msd123,1525,87
3167,jameskeveryonepolka,1525,223
3168,Zement98,1525,109
3169,Zbojcerz Pablito,1525,21
3170,Suzy11,1525,106
3171,maikkipak,1525,245
3172,AnneMarie33,1525,119
3173,Zulile,1525,457
3174,Srien,1525,26
3175,Katatonic,1525,63
3176,MParkhurst,1525,40
3177,Kaedo,1525,20
3178,stupendousman13,1525,66
3179,Peter Quill,1525,472
3180,ashcat,1524,255
3181,PMACastro,1524,69
3182,BiKutoRuX,1524,798
3183,c7ludovic,1524,142
3184,sariamo,1524,30
3185,tahasheikh,1524,60
3186,klimandrew,1524,55
3187,JuTheMagnificien,1524,131
3188,Jean777,1524,56
3189,fenix78230,1524,36
3190,Artros,1524,38
3191,bekavaros,1524,23
3192,Santo0310,1524,20
3193,sigismundus,1524,44
3194,microsatellite,1524,68
3195,BrennanMars,1524,73
3196,Grifunf,1523,40
3197,DalliX,1523,29
3198,Stepp0,1523,20
3199,player5041990,1523,23
3200,youngswan,1523,96
3201,tyhebel,1523,572
3202,rtsimpson0917,1523,86
3203,Mitsch0013,1523,462
3204,NayaMatsMouts,1523,396
3205,Player85,1523,295
3206,ssstrts,1523,164
3207,Bo Shuda,1523,198
3208,Majoojo,1523,506
3209,zlaty,1523,69
3210,MBuckebrede,1523,42
3211,Skrotronnie,1523,117
3212,ChippieNaseweis,1523,417
3213,buttcabbge,1523,20
3214,Jerogie,1523,62
3215,chemix,1523,165
3216,cat eyes mc,1523,57
3217,COCOTRICIA,1522,37
3218,vaLfaRis,1522,26
3219,DiMoney77,1522,43
3220,Johnhall47,1522,51
3221,sakaki02,1522,43
3222,Chrispope101,1522,28
3223,klb1,1522,48
3224,RafaAnto,1522,69
3225,Rackare,1522,252
3226,ubelkeit,1522,36
3227,rekath16,1522,57
3228,bianca_33,1522,88
3229,Bebone,1522,25
3230,Laurasaurus29,1522,86
3231,Mcduffskii,1522,37
3232,DANS0,1522,153
3233,Darkabe,1522,52
3234,djdonaldson,1522,75
3235,TM Picard,1522,35
3236,influence160,1522,77
3237,Erppo,1522,129
3238,ElSuppo,1521,373
3239,Ramzeska,1521,363
3240,Darth Nerull,1521,28
3241,TeaWrap,1521,198
3242,M-C-G,1521,45
3243,alfriedr,1521,28
3244,Sykron,1521,43
3245,Stolzbart,1521,45
3246,Kalabain,1521,30
3247,jordangoulet13,1521,40
3248,Realdixijo,1521,63
3249,VinnyMe,1521,217
3250,TakoNaoko,1521,480
3251,ColeSlow,1521,24
3252,StillFunky,1521,137
3253,uferan,1521,239
3254,Hakuba0926,1520,36
3255,Fröbel,1520,227
3256,Sophie2507,1520,62
3257,Maslana,1520,212
3258,22David,1520,52
3259,astronaut48,1520,320
3260,dhaq,1520,49
3261,Arnold Sideways,1520,127
3262,p4nic,1520,133
3263,Ganraeln,1520,306
3264,Valtz,1520,299
3265,Azzon,1520,142
3266,MrBabineni,1520,31
3267,razebator93,1520,48
3268,luluplanet,1520,219
3269,tomnute,1520,22
3270,PasqualeLivieri,1520,2356
3271,redestroyer12,1520,93
3272,Vange13,1520,679
3273,kugyousha,1520,57
3274,rbeltran,1520,182
3275,Aalith,1520,49
3276,julianaf,1519,136
3277,derblopp,1519,80
3278,eikitchi Onizuka,1519,1078
3279,Leehtr,1519,52
3280,franzheinen,1519,69
3281,Grim19,1519,37
3282,cargoRoad,1519,121
3283,BlueKuh,1519,35
3284,losdelasclaras,1519,89
3285,TERRAFORMING-AUS,1519,31
3286,GRAVEST0RM,1519,159
3287,Grmph,1519,88
3288,davincishogi,1519,321
3289,RohanC,1519,50
3290,lonesomemic,1519,101
3291,Smy-,1519,57
3292,batmetzger,1519,607
3293,LexerZz,1519,21
3294,PitrsThe1st,1519,73
3295,WelcometomyHAB,1518,203
3296,Mithros,1518,30
3297,FimpN,1518,192
3298,Malepower,1518,315
3299,DemEdge,1518,53
3300,maszyna1n,1518,73
3301,maxallewijn,1518,26
3302,SilentWeasel,1518,123
3303,Zephyr3,1518,52
3304,grimweasel,1518,163
3305,MrMaVe,1518,135
3306,Vanity Headache,1518,35
3307,PawelForever,1518,20
3308,SuperShelly,1518,216
3309,Tony45,1518,64
3310,bzp0003,1518,35
3311,Evesty,1518,42
3312,judelin,1518,91
3313,Trefases,1518,22
3314,LiiLo,1518,37
3315,Lullium,1518,50
3316,Andropolis,1518,44
3317,juliakos8,1518,659
3318,CptFlamme,1518,174
3319,Traumatan,1518,212
3320,Heisenberg_77,1518,113
3321,Junnis,1518,123
3322,JanRoll,1518,84
3323,kerelmaat,1518,30
3324,yajunn,1518,461
3325,Dugrim,1518,38
3326,NovyStar,1518,44
3327,anotheracc,1517,29
3328,poker104,1517,458
3329,T4terT0t,1517,96
3330,Herman melvil,1517,62
3331,idk3b,1517,28
3332,Shurma33,1517,57
3333,Yung SquareUp,1517,47
3334,Chaplout,1517,41
3335,Avereguero,1517,51
3336,ammo1231,1517,658
3337,TheTrueDragonLord,1517,47
3338,sydwys8,1517,26
3339,SK3NG,1517,610
3340,los_superktos1,1517,152
3341,ravasher,1517,193
3342,trk0127,1517,68
3343,FruJungdal,1517,284
3344,Martine Dupont,1517,25
3345,DorregarayCZE,1517,47
3346,beni.gdlr,1517,125
3347,FatOne,1516,37
3348,ADstrat,1516,27
3349,pandaXX,1516,201
3350,jPwnr,1516,369
3351,guru_uru,1516,26
3352,shibata02,1516,73
3353,Axel6750,1516,91
3354,roujman,1516,557
3355,hgm3953,1516,96
3356,Leller,1516,47
3357,XicaoOriginal,1516,57
3358,xominxac,1516,65
3359,evgheni,1516,1394
3360,Alabama1977,1516,440
3361,Chubmonger,1516,34
3362,KurnDoughan,1516,74
3363,marola312,1516,23
3364,Ezing,1516,101
3365,Mortes1133,1515,47
3366,Hunt0r,1515,44
3367,Tropical,1515,46
3368,srschel01,1515,39
3369,bobkamikaze,1515,32
3370,Drop Bear 90,1515,74
3371,k_star,1515,51
3372,SIR_RAYDON,1515,292
3373,Bato1,1515,152
3374,troyharder,1515,83
3375,MisterFrom,1515,43
3376,dleogml15,1515,87
3377,happyfab,1515,165
3378,Da_Fifi,1515,26
3379,drtimwhatley,1515,29
3380,Nijishi,1515,128
3381,kurreif,1515,1695
3382,Humblestmonk,1515,21
3383,SNiLD,1514,33
3384,MickiD_,1514,148
3385,bendegozjad,1514,478
3386,babx,1514,26
3387,roachrush,1514,621
3388,szarawar11,1514,57
3389,trite,1514,23
3390,Stoana,1514,75
3391,Brendon246,1514,90
3392,Selander Corp,1514,21
3393,ooke,1514,216
3394,PitiPL,1514,396
3395,tactical_donut,1514,26
3396,adrianobf,1514,343
3397,IronChic,1514,114
3398,kaltenbruner,1514,225
3399,EscanorMihály,1514,41
3400,rized,1514,53
3401,RedRogue14,1514,463
3402,TechNolo,1514,70
3403,Mood Finder,1514,255
3404,vospe,1514,431
3405,Billie107,1514,27
3406,itech19,1513,29
3407,snoopski,1513,307
3408,Defifou,1513,95
3409,Valius,1513,24
3410,nibbla,1513,52
3411,niki_bg,1513,148
3412,DJTuma,1513,192
3413,Gismork,1513,79
3414,Jaml1993,1513,28
3415,DEBSTRR,1513,40
3416,Forza6,1513,320
3417,watixo,1513,77
3418,Mr Phob,1513,91
3419,player1042698,1513,338
3420,Mcduffskiii,1513,25
3421,CM04,1513,26
3422,Kreezo,1513,41
3423,rochdi312,1513,320
3424,George2286,1513,27
3425,player3260497,1513,78
3426,Gink Opaz,1513,26
3427,Gwapapoupapel,1513,32
3428,Chernobyl_CZ,1513,31
3429,Lvl1Lasagna,1513,34
3430,Mukkesteri,1513,255
3431,reegodlevska,1513,74
3432,Voindrak,1513,49
3433,Yulka-Pulka,1513,25
3434,RockefellerRules,1512,49
3435,OmaUSA,1512,213
3436,Jelenidas,1512,31
3437,baroquenspirit,1512,144
3438,bigcheeseburger,1512,125
3439,Eltachon,1512,80
3440,TadRathers,1512,274
3441,ElonBusk,1512,230
3442,xag1967,1512,240
3443,Néosteam,1512,208
3444,meganjark,1512,61
3445,tjbeigs,1512,36
3446,AitoUros,1512,32
3447,Davidb9 - Mercurey,1512,46
3448,Pearfarm,1512,42
3449,justinjanowski,1512,48
3450,BrotherBoostel,1512,67
3451,AC Hanau,1512,876
3452,Xenomorphious,1512,111
3453,hauru49,1512,73
3454,bjaki1987,1512,45
3455,Pattern_jr,1512,48
3456,Balios,1512,21
3457,conqueragg,1511,42
3458,Aleser,1511,210
3459,Nicolozano,1511,25
3460,nasacog,1511,69
3461,Ragerunner,1511,66
3462,Bakalaka,1511,186
3463,sidstink1,1511,98
3464,Dionide,1511,24
3465,Attikatari,1511,51
3466,Ashoka 30,1511,101
3467,SeoulTrain38ll,1511,285
3468,LightStars,1511,43
3469,Mambo92,1511,41
3470,Torogtor,1511,53
3471,Hari_MarsOdyssey,1511,186
3472,theferpa,1511,408
3473,sergeikolosai22,1511,31
3474,sylv8081,1511,35
3475,BFG1,1511,142
3476,DelaneyH,1511,24
3477,Amvoh,1510,266
3478,Samisacat,1510,21
3479,darthunac,1510,33
3480,Daneumann,1510,95
3481,Shrigma Male,1510,29
3482,Mihail_M,1510,119
3483,natan3232,1510,87
3484,pion,1510,69
3485,NoOneThere,1510,71
3486,Andywhywhy,1510,46
3487,motorcade,1510,105
3488,WaGLaG,1510,73
3489,Carlborgaren,1510,23
3490,MichaelDykierek,1510,53
3491,Smagi1818,1510,47
3492,Astros2017WSC,1510,229
3493,DQTheMountie,1510,37
3494,hlinares,1510,105
3495,ChocoZilla,1510,61
3496,Stempel,1510,130
3497,olper1,1510,183
3498,AstroMegs,1510,572
3499,ACkwHOM,1509,29
3500,Ostara,1509,21
3501,goyst05,1509,64
3502,drVendigo,1509,385
3503,clk974,1509,77
3504,HRSpange,1509,441
3505,sushivader,1509,51
3506,freewindal,1509,80
3507,Carlfont,1509,34
3508,Donald Krump,1509,21
3509,Willow55,1509,192
3510,MisterEmex,1509,20
3511,Lisa204,1509,42
3512,sfern,1509,22
3513,celiacpride,1508,116
3514,manuken,1508,40
3515,SleZsi,1508,29
3516,Thunderboy84,1508,80
3517,Eleken,1508,127
3518,kokoty,1508,25
3519,Kirbysan,1508,74
3520,MortenRG,1508,182
3521,SUNGJUNE,1508,23
3522,Justus Jonas,1508,248
3523,Sciencetagplayer,1508,59
3524,Supernatural 90,1508,132
3525,WNWHuwJ,1508,37
3526,TastyKiwii,1508,20
3527,Rodd3rs,1507,51
3528,bokodance,1507,69
3529,Thedeadzone,1507,48
3530,PatMcGroin,1507,187
3531,LeFinaud,1507,26
3532,briatharen,1507,53
3533,Jsanj2,1507,47
3534,fosforosm,1507,121
3535,TrueChurch,1507,164
3536,lloydqc,1507,79
3537,Birdfoot,1507,253
3538,Orthobullets,1507,62
3539,RobYoshihara,1507,1062
3540,Iron Lung Dragon,1507,42
3541,Sunkaisin3,1507,88
3542,IceWarrior,1507,231
3543,Tubilderborst,1507,40
3544,decepticon67,1507,97
3545,Languor,1507,38
3546,Klaudiszka,1507,236
3547,Elon_musc,1507,20
3548,Sanzi,1507,430
3549,Hk606226,1507,78
3550,Elusiv3Pastry,1507,22
3551,Czacza,1506,21
3552,Drew1987,1506,284
3553,hogg,1506,24
3554,Sniet,1506,106
3555,Speedy--,1506,55
3556,Saltypork,1506,392
3557,Rotisseur,1506,213
3558,ocean22,1506,1269
3559,Simple_boy,1506,34
3560,Dennis the Destroyer,1506,131
3561,Dubnugget,1506,32
3562,LODDE,1506,24
3563,mastakkila,1506,257
3564,BLANCHESNEIGES,1506,36
3565,NinMalina,1506,126
3566,ryusaru,1506,22
3567,anduril26,1505,812
3568,Yogial,1505,144
3569,aaloncha,1505,31
3570,limpeh,1505,64
3571,DamonDietz,1505,24
3572,Stef007,1505,29
3573,Nimrod83,1505,83
3574,ebigunso,1505,28
3575,grzegorz75,1505,438
3576,marthymart,1505,28
3577,orionmco,1505,140
3578,Reissverschluss63,1505,240
3579,jdnetworks,1505,42
3580,jorandall86,1505,213
3581,DerDave,1505,21
3582,AndersRwa,1505,20
3583,yokkaichiman,1505,28
3584,Xayai,1505,53
3585,kairy,1505,177
3586,LenB,1505,87
3587,Donmarco85,1505,43
3588,Silent Fox,1505,23
3589,takemyelo,1505,43
3590,SheikhSheed,1505,42
3591,Falla80,1504,134
3592,Miiquls,1504,21
3593,AUX MOAS,1504,31
3594,Red Mittens,1504,54
3595,Zornack,1504,644
3596,denislavwto,1504,247
3597,player2430552,1504,85
3598,manhope,1504,114
3599,msneetz,1504,222
3600,Berthuss,1504,25
3601,whiskasman,1504,94
3602,Bean4,1504,71
3603,ulvaryl,1504,20
3604,Infestor,1504,60
3605,IloveYou,1504,107
3606,Pueppie,1504,22
3607,radu92,1504,38
3608,Steves32,1504,28
3609,knara,1504,84
3610,northgbf,1504,101
3611,DiscipleX_X,1504,87
3612,juroe,1504,231
3613,GamerEmpire,1504,53
3614,baniel0,1504,20
3615,leskaveh,1504,145
3616,Hilberius,1503,179
3617,paxy,1503,117
3618,Mufasa02,1503,22
3619,RocketleagueMain,1503,79
3620,Jothara,1503,30
3621,Klinok001,1503,99
3622,victorfaho,1503,189
3623,Ludwig,1503,40
3624,mr Pudge,1503,25
3625,CreepyWhiteBaby,1503,39
3626,Voislav,1503,21
3627,Xenomorph85,1503,180
3628,SteeveB,1503,23
3629,Giambi,1503,216
3630,julileni,1503,48
3631,Wolfahrt,1503,107
3632,WhimsicalEsper,1503,32
3633,ptr_sl,1503,41
3634,CaptPike,1503,95
3635,_shooterok_,1503,42
3636,FarleyLamines,1503,23
3637,Darcimal,1503,450
3638,supermanspreader,1502,49
3639,winsnow,1502,21
3640,juzdoit,1502,59
3641,Hoss07,1502,41
3642,Ace2022,1502,23
3643,LottieTottieL,1502,44
3644,ParaffinDrinker,1502,26
3645,Apex Cordis,1502,56
3646,macasacatac,1502,106
3647,BesKost,1502,20
3648,jfk2020,1502,55
3649,alchenisten,1502,179
3650,codyhybiak,1502,49
3651,Incogtoni,1502,32
3652,Azrin,1502,75
3653,MazeMaze,1502,108
3654,forsbergolivia,1502,348
3655,Oli_S,1502,42
3656,monkeyboy9,1502,165
3657,laciu90,1502,65
3658,nikman0149,1501,345
3659,IRNINJ4,1501,28
3660,Bdakaris,1501,28
3661,Dangermaus1,1501,354
3662,Lepardi,1501,24
3663,alexpeppard,1501,28
3664,Sur5er,1501,22
3665,Greenerytile_Enjoyer,1501,143
3666,Subversive2524,1501,24
3667,LuisDavidJG,1501,44
3668,Don Jamón,1501,35
3669,Mikael2001,1501,39
3670,Zasypich,1501,33
3671,RSSRAPTOR,1501,88
3672,nws92,1500,28
3673,Micky007,1500,41
3674,Wookosh,1500,20
3675,Uffa86,1500,38
3676,Viking_du_dimanche,1500,22
3677,ayakam0211,1500,143
3678,Marak212,1500,24
3679,Amriescott,1500,54
3680,Arpoks,1500,45
3681,mandinga_13,1500,106
3682,Z MO,1500,56
3683,BootsMonday,1500,72
3684,Arroz_Frito,1500,26
3685,sanjiman,1500,90
3686,xraiden15,1500,35
3687,huittinen,1500,136
3688,StarAndrew,1500,24
3689,Locoor,1500,25
3690,Nenad3,1500,271
3691,MLOKOP,1499,41
3692,Timbers2000,1499,42
3693,Lord Hagemeister,1499,23
3694,Captain_Rogers,1499,52
3695,doGGod,1499,35
3696,Mrozik,1499,29
3697,GjuroPedala,1499,31
3698,LexAlexander,1499,29
3699,AVHoff,1499,267
3700,Blubita,1499,119
3701,superdog,1499,168
3702,Wrol,1499,46
3703,Vaporwave83,1499,21
3704,Acunamatata,1499,22
3705,Curman,1499,136
3706,starlightjen,1499,89
3707,maruga82,1499,199
3708,Blitzy123,1499,64
3709,Sweno_Curns,1499,57
3710,Rednark,1499,23
3711,IlIlIlIlIl,1499,42
3712,Dulle,1499,57
3713,OLDSim08,1498,269
3714,Perlsan,1498,95
3715,Sinalolz,1498,61
3716,MSopuli,1498,22
3717,era9bl00d,1498,189
3718,chocovith,1498,25
3719,Lechery81,1498,109
3720,lightingguru,1498,38
3721,Gandor_,1498,96
3722,mariia_app,1498,51
3723,Ellery-Payne,1498,29
3724,OsoFestive,1498,59
3725,MeepleRose,1498,21
3726,Taco Belle,1498,46
3727,hubology,1498,37
3728,The Irken Elite,1498,159
3729,tsigitt,1498,56
3730,DzrtFox,1498,340
3731,oldpath,1498,192
3732,BrightDevil,1498,206
3733,Katakon,1498,216
3734,karhuherra97,1498,38
3735,susu1356,1498,695
3736,Snegir96,1498,39
3737,balgar2,1498,42
3738,regitsoff,1498,193
3739,cosmosailor,1498,246
3740,lapierrefolle,1498,122
3741,mami,1497,84
3742,aradla_,1497,27
3743,KaosOwned,1497,158
3744,bargainfl,1497,24
3745,bush_kev,1497,68
3746,Pitou06,1497,33
3747,Letachon,1497,170
3748,Hyorinmaru,1497,26
3749,Dairy_Is_Scary,1497,75
3750,SunshineWolkens,1497,103
3751,Luthien DaSilva,1497,107
3752,AbusedSquare,1497,24
3753,thedrakeducks,1497,51
3754,marsformation earth,1497,324
3755,prondmil,1497,305
3756,sensparrow,1497,32
3757,hodge318,1497,32
3758,fulgeru99,1497,60
3759,KaiserKrang,1496,36
3760,ARESmars,1496,521
3761,dvuliciuss,1496,123
3762,gogo1180,1496,72
3763,KINGSTEF,1496,115
3764,Nepomuk333,1496,44
3765,Mathash,1496,53
3766,BlueDevil85,1496,67
3767,ruoele,1496,209
3768,krenat19,1496,59
3769,Vendoor,1496,30
3770,Yomadis,1496,90
3771,Arishem,1496,23
3772,cgartag,1496,79
3773,coudflo,1496,50
3774,Mauroxx,1496,23
3775,Phil Birkelbach,1496,24
3776,maci9341,1496,389
3777,marimonster,1496,32
3778,calfpen,1496,22
3779,Tiburcioz,1496,25
3780,Solkongen88,1496,49
3781,kura,1496,98
3782,Koljaz,1496,73
3783,alykhan,1496,287
3784,Nevron82,1496,59
3785,Harry9,1496,425
3786,lowmoon,1496,167
3787,dubever,1496,76
3788,gleiciano,1496,44
3789,MDIllini,1495,119
3790,marcorossi44,1495,74
3791,willieb2023,1495,51
3792,Gen4er,1495,214
3793,PihSam,1495,28
3794,Terraformerereer,1495,357
3795,homer6633,1495,315
3796,naben,1495,52
3797,damdaman,1495,23
3798,Panther Lily 88,1495,126
3799,kiwikara,1495,23
3800,RayRocksLots,1495,20
3801,ViktorrioW,1495,34
3802,Berbeer,1495,34
3803,JuniMarsattack,1495,660
3804,nim5013,1495,39
3805,Mest...,1495,99
3806,laFanster,1495,133
3807,jazziejay,1494,60
3808,yuu512,1494,225
3809,Kusinsky,1494,34
3810,kissmash,1494,269
3811,Mantiffels,1494,34
3812,Padeush24,1494,171
3813,tesimax,1494,881
3814,Lofgren90,1494,283
3815,Katena,1494,492
3816,mindbomb,1494,20
3817,lnunley,1494,61
3818,danachronism,1494,529
3819,bendmc,1494,49
3820,lemonlordbr,1494,38
3821,JesteronMars,1494,385
3822,there924,1494,600
3823,Teinashu,1494,21
3824,yeldarbia,1493,36
3825,znarkeluff,1493,22
3826,ForzaRossoneri,1493,36
3827,Georgo_,1493,137
3828,Jeronnimo,1493,58
3829,SashaVapnyar,1493,33
3830,MARtianPower,1493,22
3831,Malu2309,1493,870
3832,Taleeris,1493,40
3833,ykarmakov,1493,186
3834,unique soldier,1493,54
3835,dundermifflin27,1493,476
3836,johnnyc94,1493,20
3837,DanSchuh,1493,20
3838,yuhaocheng,1493,48
3839,Rochel95,1493,22
3840,ToBeYourNightmare,1493,26
3841,Tonqoo,1493,257
3842,Zen99,1493,84
3843,blago_o,1493,162
3844,bernapazos,1493,41
3845,trwnixon,1493,74
3846,Lakshay25,1493,33
3847,jjun95,1493,20
3848,mon9976,1493,56
3849,dpszczel,1493,99
3850,partyformer,1492,40
3851,Dorian123,1492,55
3852,DenisGull,1492,251
3853,LucyTonight,1492,66
3854,rbowsher7761,1492,259
3855,bennettmj28,1492,63
3856,dunimeldoxiss,1492,89
3857,Ray of Meep,1492,73
3858,Avuredues,1492,139
3859,Bubo,1492,63
3860,Tryharder0,1492,81
3861,Chemi1987,1492,52
3862,tussi,1492,27
3863,geronimo BE,1492,547
3864,AstarothHembi,1492,34
3865,Tabaaa[Lups],1492,21
3866,jesanng2,1492,20
3867,aboadaa,1492,44
3868,Android14,1492,63
3869,Oldarion,1492,283
3870,CLS Hybrid,1492,34
3871,orso12,1492,533
3872,chuky3211,1492,1287
3873,Taminau,1492,131
3874,Gman19,1492,268
3875,Aruthor14,1492,52
3876,Luke Wookiee,1492,202
3877,ChaosDrifter,1492,36
3878,wndrlst,1492,504
3879,anthodx,1492,42
3880,maispourquoi,1491,22
3881,player5913956,1491,27
3882,scrabblesue,1491,249
3883,Barashnukor,1491,62
3884,xahmol,1491,25
3885,Parson Brown,1491,32
3886,kwibus,1491,96
3887,futility,1491,50
3888,Uh Yert,1491,52
3889,Hurtin'forASquirtin',1491,426
3890,vinyl467,1491,29
3891,ramtey,1491,26
3892,Sokuden,1491,20
3893,Spyzer64,1491,44
3894,duboisppalex,1491,76
3895,CAPTDeudermont,1491,31
3896,Jonadab05,1491,26
3897,Caramentor,1491,23
3898,Johnny81,1491,512
3899,JuraJenJura,1490,358
3900,teslagent,1490,215
3901,Absturzking,1490,117
3902,Pierre1795,1490,36
3903,winner ㅛㅛ,1490,39
3904,FRANYE,1490,62
3905,Lancek,1490,22
3906,ccbbs,1490,255
3907,teaczer,1490,216
3908,Javilhon,1490,94
3909,Psychotychot,1490,343
3910,gustov79,1490,30
3911,CthulhuHandLuke,1490,36
3912,AshTB,1490,299
3913,Fant21,1490,100
3914,Nölpferd,1490,877
3915,YellowFever,1490,233
3916,SidgwickSite,1490,88
3917,Lasagnadog,1490,135
3918,barbra,1490,25
3919,player4568766,1490,154
3920,charbzg,1490,21
3921,Ankle,1490,33
3922,eyeseamore,1490,33
3923,kukumalu,1489,139
3924,player241080,1489,1132
3925,Beth12am,1489,713
3926,emdash,1489,65
3927,NiklasPW,1489,22
3928,ladyriky,1489,258
3929,Ba3oH,1489,177
3930,-Bry-,1489,102
3931,請開始你的表演,1489,77
3932,eyeballer,1489,89
3933,wjbarnett,1489,20
3934,Zalmoxis,1489,257
3935,Psipsi,1489,538
3936,BioStrife,1489,24
