Rank,Player,Score,Games Played
1996,Manu du 93,1587,33
1997,Jimbs,1587,246
1998,walman21,1587,312
1999,LoseChange,1587,150
2000,oldpath,1587,211
2001,DrMDFuller,1587,434
2002,This is my planet,1587,324
2003,Stimpar,1587,63
2004,1szakal95,1587,197
2005,deokisis,1587,313
2006,whiteless69,1587,342
2007,rachell37,1587,75
2008,Edylon,1587,36
2009,Bean3,1587,316
2010,zeeberlunft,1586,48
2011,etoixi,1586,40
2012,standzio,1586,210
2013,Scarpatus,1586,35
2014,rilo_afc,1586,106
2015,Joshimoto,1586,98
2016,Torst3n,1586,35
2017,Dominionator92,1586,158
2018,jingizu81,1586,134
2019,Laurasaurus29,1586,114
2020,FRhavin,1586,84
2021,argyle2008,1586,49
2022,Hawkamania,1586,123
2023,KetxeFretxe,1585,136
2024,AckAck,1585,399
2025,Ghostofthefallen,1585,37
2026,WNW KOTH,1585,43
2027,Greeny012,1585,25
2028,Franklin_D_Roose,1585,161
2029,fiercegeologist13,1585,47
2030,MIXMAX MURUTAX,1585,135
2031,Donald Dumb,1585,732
2032,Ritooha,1585,67
2033,zaguy,1585,498
2034,Jdads,1585,74
2035,Abtub,1585,318
2036,Ion15,1585,119
2037,PupusaLegend,1585,312
2038,acen,1585,269
2039,JerryR,1585,263
2040,marzik,1585,74
2041,Tropical,1585,65
2042,TeRom,1584,82
2043,Vitoram,1584,155
2044,Ganraeln,1584,320
2045,ibptank,1584,593
2046,Rayu,1584,62
2047,nimahigh,1584,22
2048,zergRanger,1584,117
2049,Maxaha,1584,106
2050,sn_02s,1584,365
2051,ghajajajajaja,1584,322
2052,Chipaev,1584,146
2053,CutyWoo,1584,77
2054,marsmission22,1584,58
2055,Hugosfar,1583,70
2056,GolDTom,1583,84
2057,nidoss,1583,147
2058,MASSN,1583,136
2059,whosbuddy,1583,27
2060,ANTIMATT3R,1583,65
2061,KallioAle,1583,63
2062,Tsugu,1583,29
2063,Axel6750,1583,167
2064,bermuda_chub,1583,107
2065,ThibFdesinge,1583,38
2066,irinialferei,1583,40
2067,roujman,1583,586
2068,Empty Slot,1583,36
2069,trihell,1583,475
2070,hillers04,1583,190
2071,ponkar,1583,21
2072,Lampler,1582,40
2073,r-lin,1582,300
2074,schnueffelbaer,1582,898
2075,MadCan,1582,270
2076,drizzt27,1582,153
2077,tabaskov,1582,195
2078,AquaplaningPluto,1582,74
2079,Kallty,1582,34
2080,withjrock,1582,50
2081,submig1rl,1582,104
2082,cocoreading,1582,77
2083,ashcat,1582,273
2084,nickdunobruno,1582,78
2085,paulmcc89,1582,96
2086,player2061348,1581,27
2087,SUANH,1581,354
2088,3.14159,1581,49
2089,Snivel06,1581,87
2090,LPommes,1581,1560
2091,Indian San,1581,79
2092,the_magus,1581,66
2093,Hashimoto Lali,1581,138
2094,Jon79,1581,72
2095,Aeromancer,1581,227
2096,MuttonChopMinion,1581,382
2097,Doowac,1581,76
2098,buttcabbge,1581,47
2099,engkantoteror,1581,290
2100,Jereev,1581,156
2101,Tiguinoel,1581,34
2102,Penn33,1581,389
2103,Strawman94,1581,143
2104,selfee,1581,138
2105,Glothan,1580,78
2106,sspiochh,1580,69
2107,Sandroute,1580,64
2108,sxcSTUDposeidon,1580,104
2109,mikeg3911,1580,1420
2110,aleamizy,1580,530
2111,Genjenn,1580,26
2112,VolkovNB,1580,228
2113,Glenn-Boris,1580,143
2114,Hollyfeld501,1580,1084
2115,ctproud,1580,54
2116,ToreRosbo,1580,249
2117,radu92,1580,47
2118,damian1301,1580,436
2119,habr31,1580,608
2120,matchoo59,1580,36
2121,MaddTrader,1580,727
2122,ApsidalPolecat11,1580,29
2123,m1ndhunter,1580,100
2124,sushivader,1580,150
2125,joshtheman,1579,243
2126,MirrorBreaker,1579,272
2127,Dimitri_Shaw,1579,49
2128,Rhuric,1579,139
2129,Meatatron,1579,40
2130,cjayroxx,1579,77
2131,Qwox,1579,58
2132,Leparisien,1579,195
2133,BigRed3005,1579,107
2134,nalewka2012,1579,35
2135,Oppedoppe,1578,31
2136,panwronek,1578,55
2137,MaroilleBienFait,1578,51
2138,Wahngrok1,1578,114
2139,Hugo De Michet,1578,183
2140,moteg,1578,35
2141,Sandioso,1578,35
2142,stek,1578,1327
2143,FeanorMDK,1578,49
2144,Shadowfaith26,1578,152
2145,Cromemox,1578,229
2146,shent,1578,35
2147,Noooobiee,1578,136
2148,vispanta,1578,299
2149,kimborn,1578,96
2150,thegodeater,1578,87
2151,matte79,1578,50
2152,zwsch,1578,248
2153,marie200589,1578,386
2154,Ty39,1578,75
2155,leskaveh,1578,241
2156,rttrembl,1578,135
2157,benhaim23,1578,91
2158,LeoGentil,1577,48
2159,zzukk1989,1577,1117
2160,_vincible,1577,207
2161,arnhellor,1577,426
2162,Erasmus,1577,66
2163,MCteusz2134,1577,30
2164,MarcusPinus,1577,226
2165,[A]frodita,1577,41
2166,Saltypork,1577,427
2167,SMOLDES,1577,171
2168,reluxeritea,1577,54
2169,cho_sensei,1577,44
2170,PeterX07,1577,43
2171,Pottilicious,1577,193
2172,Wolfgang82,1577,35
2173,Marc-Christian,1576,21
2174,Guitarweeps,1576,109
2175,nubblor,1576,124
2176,stupendousman13,1576,82
2177,Asparagic,1576,113
2178,DavidWickman,1576,29
2179,Shelterita,1576,149
2180,emnt111,1576,122
2181,PuMa86,1576,1226
2182,GANTALA,1576,25
2183,jaychele,1576,24
2184,Codo1,1576,86
2185,Guduna,1575,263
2186,rainer_h,1575,39
2187,sheya,1575,372
2188,bananowy_czlek,1575,118
2189,stefanrc,1575,62
2190,problematiq,1575,233
2191,kourepai,1575,46
2192,kwas,1575,137
2193,Zubr74,1575,413
2194,ikkh54,1575,124
2195,SunshineWolkens,1575,127
2196,talismanjebest,1575,45
2197,egg01,1575,41
2198,maxxpipino,1575,34
2199,Bee 0 bee,1575,198
2200,Goudinof,1575,125
2201,chillooout,1575,29
2202,ZC3rr0r,1574,39
2203,DGodQc,1574,178
2204,robertbeckerjr,1574,336
2205,NewPadawan73,1574,220
2206,Darren Chestnut,1574,613
2207,Toddzors,1574,188
2208,tuxipouet,1574,590
2209,Mikewarwick1,1574,31
2210,TheCordedConch,1574,130
2211,stormkill3r,1574,98
2212,Birkett83,1574,310
2213,saengerchen,1574,252
2214,Ro-Dan,1574,68
2215,Kampfesel,1574,139
2216,Malério,1574,1201
2217,Rumbe14,1574,482
2218,Coffa,1574,388
2219,djebelamila,1574,55
2220,william333,1574,217
2221,Ric_1080p,1574,204
2222,ProjectTreadstone14,1573,42
2223,formentera,1573,500
2224,Burto001,1573,24
2225,Allentis,1573,37
2226,ColeSlow,1573,34
2227,Simurgg,1573,121
2228,pajdo19,1573,198
2229,Selak Khan,1573,390
2230,heretic3,1573,26
2231,ShocklinesMatt,1573,192
2232,freewindal,1573,106
2233,Pongpanot2541,1573,70
2234,Anden15,1573,34
2235,Msilve3466,1573,278
2236,Binne,1573,425
2237,davidg07,1573,47
2238,CzaDar,1573,226
2239,Waza235,1573,302
2240,lyju77,1573,265
2241,megwoo,1572,79
2242,NoahLenox,1572,103
2243,sickiboy,1572,49
2244,alvarojr10,1572,1021
2245,adams7000,1572,21
2246,chestnut42,1572,27
2247,forhaardt,1572,74
2248,Dan22Miller,1572,385
2249,gonzacad12,1572,131
2250,sawmill35,1572,96
2251,Femtripod,1572,156
2252,Stella,1572,73
2253,legion-rancor,1572,260
2254,felix902,1572,57
2255,Sikuma,1572,47
2256,Amvoh,1572,276
2257,PettsonErik,1572,32
2258,stevez2,1572,147
2259,Ripasmaster,1571,36
2260,MiszukChceJesc,1571,380
2261,_JCB_,1571,37
2262,Level5,1571,186
2263,-ste-,1571,32
2264,supermanspreader,1571,69
2265,Hoolooovoo42,1571,35
2266,m3ssed,1571,21
2267,Clarillis,1571,495
2268,sir_pashtet,1571,859
2269,PiEmStheone,1571,68
2270,alexeiv2000,1571,138
2271,00chriss00,1571,40
2272,manos212,1571,73
2273,zinray,1571,183
2274,influence160,1571,114
2275,Primetime65,1571,3567
2276,grumpyelk,1571,38
2277,orso12,1571,643
2278,Repulsion,1571,54
2279,Tresad,1571,115
2280,Elwood_the_Barbarian,1571,231
2281,Odi-Wan,1570,118
2282,Aquifer777,1570,50
2283,Dincula,1570,240
2284,CaptainMagnets,1570,193
2285,Justus Jonas,1570,274
2286,wisseh,1570,238
2287,riseofthemoroccan,1570,1013
2288,BrINClHOF,1570,85
2289,Belgorian,1570,94
2290,wuwei-ninja,1570,362
2291,stevenb29,1570,177
2292,benni013,1570,74
2293,Morandde,1570,51
2294,wille526,1570,113
2295,attackmode5,1570,662
2296,explorermateusz,1570,96
2297,emljungberg,1570,156
2298,m3funkyb,1569,90
2299,Hyst,1569,249
2300,kevin1313,1569,147
2301,Anton13507,1569,147
2302,Metal Militia,1569,374
2303,sjeeper,1569,39
2304,apupa,1569,125
2305,hanmig,1569,162
2306,NS94,1569,753
2307,Lunenoir,1569,512
2308,aledus,1569,53
2309,ChypeRye,1569,23
2310,MrMrsSmith2014,1569,40
2311,Miggah95,1569,52
2312,Daffodonker,1569,59
2313,HateNotGone,1569,117
2314,IceScream,1569,219
2315,ZombaneTM,1569,319
2316,Diothyme,1569,312
2317,briatharen,1568,66
2318,saucisse lentille,1568,247
2319,Zimyla,1568,61
2320,CraftyCantaloupe,1568,42
2321,DJTuma,1568,269
2322,bendegozjad,1568,532
2323,dchamp64,1568,49
2324,jono_chen,1568,120
2325,nyrfan,1568,29
2326,SeaAlan,1568,39
2327,Benoit Poulin,1568,47
2328,milouz,1568,154
2329,Vesarius,1568,166
2330,rusoes,1568,85
2331,Papaschlumpf783,1568,144
2332,angrygnome,1568,134
2333,mysterfood,1568,132
2334,Stealissue,1568,57
2335,ikanimotako,1568,33
2336,Dutchlordvader,1568,513
2337,redyred,1567,31
2338,Devon_Miles,1567,181
2339,PeeKLeSs,1567,55
2340,schnow,1567,86
2341,DP12345,1567,22
2342,Herein,1567,83
2343,kavolcrique,1567,198
2344,MaiBird,1567,51
2345,Lroy950,1567,54
2346,masiania,1567,124
2347,MS22,1567,171
2348,PityTheFool,1567,251
2349,archie345,1567,270
2350,jeetyet,1567,48
2351,AustinGradd,1567,403
2352,Medrox,1567,113
2353,MazeMaze,1567,144
2354,SteppingRazor,1567,81
2355,geronimo BE,1566,575
2356,Bato1,1566,164
2357,por1234,1566,51
2358,alchenisten,1566,205
2359,amanael,1566,116
2360,Stealthmutant,1566,82
2361,Jakobian80,1566,149
2362,314159265358979323846,1566,353
2363,stealthy.rules,1566,74
2364,Avto,1566,277
2365,AngryShaker,1566,710
2366,terr4former,1566,68
2367,CaptainPike5,1566,96
2368,PawelPL99,1566,41
2369,zorrr,1566,723
2370,rusco713,1566,231
2371,wagcogames,1566,56
2372,maue,1566,26
2373,Koljaz,1566,113
2374,Arakikiri,1566,124
2375,CatMTL,1566,1057
2376,Ghultu,1566,296
2377,drown_soda,1566,383
2378,Lexmark,1565,164
2379,MalcolmSprye,1565,105
2380,BaneRiman,1565,45
2381,adamwalter3,1565,325
2382,bcyr87,1565,108
2383,ursus82,1565,20
2384,yoyochen,1565,692
2385,FRANYE,1565,88
2386,herius93,1565,448
2387,Hoce,1565,99
2388,Rattenviech,1565,329
2389,tylerwillis20,1565,41
2390,XXTN,1565,73
2391,ejking,1565,27
2392,aakashmama,1565,35
2393,RobYoshihara,1565,1069
2394,Asagne,1565,404
2395,YargoMon,1565,32
2396,Starlight Crystal Beam Ray,1565,29
2397,Federchen,1565,29
2398,sydwys8,1565,73
2399,Prigorella,1565,127
2400,Ohrtrompete,1565,50
2401,psh8909,1564,36
2402,pisilokaki,1564,20
2403,Bob_Fish,1564,124
2404,player77002,1564,1185
2405,seanwieser,1564,104
2406,Klarikv,1564,110
2407,Caspium,1564,34
2408,axiertxo,1564,126
2409,Woux,1564,145
2410,JIMBO7011,1564,248
2411,juroe,1564,244
2412,Backlash,1563,126
2413,Majoojo,1563,639
2414,oskaer,1563,195
2415,BlisfulBlobb,1563,102
2416,C-Web,1563,124
2417,maximus1304,1563,97
2418,tonklaa,1563,41
2419,Azrin,1563,107
2420,Chesman,1563,32
2421,Clone of noone,1563,106
2422,8Black_Hand8,1563,38
2423,drigo,1563,156
2424,Knife,1563,618
2425,happybaseball,1562,57
2426,eilorv,1562,303
2427,Kozoga,1562,77
2428,brandnewplayer,1562,270
2429,PrimeChronic,1562,78
2430,karottpai,1562,216
2431,Kaz74,1562,157
2432,evildrsmith,1562,106
2433,Adrastys,1562,159
2434,sptfr,1562,85
2435,sebasharbec,1562,118
2436,Imladris,1562,318
2437,Tyr001,1562,131
2438,stracker,1562,36
2439,T2RideEU,1562,451
2440,Lvl1Lasagna,1562,38
2441,StormEagles,1562,300
2442,flo87,1562,311
2443,melvincabrera1257,1562,30
2444,AlfaMayor,1562,49
2445,bush_kev,1561,96
2446,Letachon,1561,174
2447,ElSuppo,1561,392
2448,Lechery81,1561,152
2449,Schlachten,1561,22
2450,mastermm,1561,281
2451,Cedoc,1561,332
2452,Ben17,1561,602
2453,Mikeym,1561,87
2454,Otion,1561,26
2455,Cepheid,1561,68
2456,TheRipper,1561,431
2457,joshleslie,1561,1098
2458,casthelion,1561,73
2459,Ontaga,1561,392
2460,4allu20,1561,877
2461,player6953714,1560,32
2462,player4373224,1560,256
2463,Torogtor,1560,76
2464,Loki the Red,1560,36
2465,Schnorks23,1560,84
2466,luluplanet,1560,264
2467,jdmolyneux,1560,67
2468,Dredde12,1560,40
2469,jazzlaug,1560,87
2470,spiegeland,1560,47
2471,z0et,1560,51
2472,wyz1,1559,69
2473,sidtan96,1559,55
2474,catanbergen,1559,86
2475,oyeung,1559,57
2476,jakkula,1559,362
2477,hantrollo,1559,187
2478,PasqualeLivieri,1559,2395
2479,Only a dream,1559,112
2480,RSSRAPTOR,1559,107
2481,Marilith,1559,52
2482,jameschester62,1559,34
2483,Noy2222,1559,283
2484,Ken_Kendrickson,1559,75
2485,Bram00,1559,184
2486,adrianzhelev,1559,129
2487,szarawar11,1559,101
2488,midr,1559,812
2489,tpasch831,1559,605
2490,zhou11,1559,81
2491,trwnixon,1559,105
2492,snooppee,1559,97
2493,atinel85,1558,170
2494,jaythaker96,1558,152
2495,Ranca,1558,82
2496,tudnrk,1558,28
2497,andy_mac,1558,44
2498,Wurth,1558,27
2499,Fran0309,1558,853
2500,scratchynails,1558,930
2501,Dr A Man,1558,157
2502,Sarquer87,1558,84
2503,AnneMarie33,1558,135
2504,GTO92,1558,40
2505,Sifundra,1558,20
2506,crash_0verr1d3,1558,38
2507,Die_CB,1558,44
2508,ramsamsam,1558,176
2509,EugeneCernan,1558,189
2510,Mightkipper,1558,79
2511,yuhaocheng,1558,80
2512,BILLY BIG BALLS,1558,106
2513,Sabat_poznan,1557,135
2514,sigma77,1557,72
2515,dluisp13,1557,103
2516,Perutynka,1557,54
2517,Dr. Luengo,1557,375
2518,Yung SquareUp,1557,86
2519,CyberSeeker,1557,1463
2520,MxPL,1557,265
2521,zimonyi,1557,65
2522,25degrees,1557,74
2523,eme_tulio,1557,108
2524,FierceFrey,1556,48
2525,Chaplout,1556,56
2526,Beczkozord,1556,219
2527,shmoe__joe,1556,103
2528,Subiela,1556,448
2529,DjesusHChrist,1556,30
2530,qq849300340,1556,75
2531,jw27,1556,57
2532,Jotnim,1556,85
2533,Tsggr,1556,481
2534,zeal626,1556,69
2535,fdosal,1556,197
2536,ibringpandamonium,1556,101
2537,Okaz,1556,30
2538,Fudaru,1556,147
2539,Joy_86,1556,373
2540,BIGDATA69,1556,310
2541,JAmoKa_Daijin,1556,36
2542,TEEGEE,1556,27
2543,Selander Corp,1556,36
2544,Nazerty,1556,264
2545,Alexushka33,1555,29
2546,dackster,1555,58
2547,BeyondFrosty,1555,410
2548,ana_belle,1555,715
2549,yorsminroud,1555,46
2550,RitterAG,1555,146
2551,Mandinka,1555,93
2552,swestuder,1555,77
2553,Beban,1555,213
2554,Wolfahrt,1555,124
2555,Alotar0106,1555,176
2556,serenecoo,1555,254
2557,Xiscote,1555,512
2558,gandalf90,1555,26
2559,bjr5111,1555,194
2560,WujekWacek,1555,117
2561,BadFranyBaby,1555,61
2562,demonhill,1554,119
2563,player7154793,1554,63
2564,Babylon arms,1554,202
2565,Xayai,1554,56
2566,Amos Burton,1554,312
2567,Gnarly Owl,1554,2053
2568,KnightStalkerOnline,1554,69
2569,vickvill,1554,261
2570,Chabui,1554,173
2571,Silvest23,1554,268
2572,Miiquls,1554,39
2573,marsgamegery1994,1554,607
2574,nshedd,1554,223
2575,jameaaaa,1554,277
2576,MagicChaos,1554,71
2577,Ragerunner,1554,81
2578,Kokosic,1554,122
2579,docent2137,1554,46
2580,artificially.busy,1554,106
2581,aegis.dark,1554,179
2582,Fabber,1554,104
2583,emily's worst nightmare,1554,389
2584,Zibra,1554,473
2585,Brezel92,1554,49
2586,nathan0g0b,1554,24
2587,Zooprepub,1554,20
2588,CeboxX,1554,147
2589,mccash,1554,22
2590,6380,1554,286
2591,ak27isdabest,1553,46
2592,fidthekid,1553,45
2593,lucidloo,1553,440
2594,tapp223,1553,21
2595,losdelasclaras,1553,102
2596,KongKkam,1553,259
2597,LogicMagic,1553,313
2598,watto23,1553,90
2599,Yeastboy,1553,378
2600,player4341882,1553,184
2601,Bombeyo Raider,1553,23
2602,davaadash,1553,54
2603,xominxac,1553,89
2604,blacklister,1553,126
2605,Dangermaus1,1553,370
2606,Falla80,1553,146
2607,xavierdufour,1553,117
2608,thhhhbbbt,1553,20
2609,Sparky007,1553,565
2610,Matmann10,1553,77
2611,Glenn_Bao,1553,42
2612,qla66681,1552,90
2613,MrMaVe,1552,163
2614,nr1424,1552,51
2615,FabOFab,1552,110
2616,AmeRefrain,1552,25
2617,Palde,1552,85
2618,pltherrien,1552,66
2619,Shane hearth,1552,67
2620,nbjdttn,1552,63
2621,bdom24,1552,71
2622,Kamm9,1552,353
2623,Pimounet09,1552,73
2624,pyoncy,1552,64
2625,kugyousha,1552,63
2626,NJD12,1552,36
2627,PaCMichi,1552,171
2628,VESW,1552,267
2629,tokiwartooth,1552,141
2630,Slick19,1552,977
2631,tallesbrr,1552,49
2632,Illusion1012,1552,81
2633,HurricaneRelic,1551,103
2634,Periperia,1551,99
2635,fillar,1551,55
2636,Angry_Gerbil,1551,34
2637,player5994207,1551,48
2638,ulune,1551,21
2639,MotionBlur,1551,53
2640,Fairbane,1551,86
2641,DerDausH,1551,39
2642,homer6633,1551,327
2643,tjockconny,1551,54
2644,Arnold Sideways,1551,148
2645,Xpaw,1551,37
2646,DrWalk5,1551,30
2647,Luke Wookiee,1551,210
2648,TallBenjy,1551,204
2649,Bearcubs,1551,395
2650,Popsickle,1551,299
2651,TeaWrap,1551,212
2652,SearchForLice,1551,62
2653,Kikibox95,1550,96
2654,thrawn184,1550,24
2655,Daneumann,1550,119
2656,vbourne,1550,150
2657,kswmgsn,1550,103
2658,stillwannawin,1550,28
2659,Myke85,1550,24
2660,itskins,1550,198
2661,player4980820,1550,97
2662,lakate,1550,134
2663,Kranker Silber Master Typ,1550,63
2664,snuyal,1550,1075
2665,Psi21,1550,164
2666,JesterRob,1550,666
2667,Adrinen,1550,22
2668,Skrotronnie,1550,128
2669,NSS-Pteppic,1550,112
2670,nitram12,1550,37
2671,Lissy2003,1550,323
2672,ePeace,1550,39
2673,Tami22,1550,25
2674,vanillaslender,1550,147
2675,marikaka,1549,38
2676,ニジェール・ディアボリ,1549,49
2677,agatach,1549,544
2678,*player7002152,1549,39
2679,DVill,1549,75
2680,FrankFrank,1549,299
2681,pr0da,1549,172
2682,Marmur,1549,448
2683,Jessica3404,1549,79
2684,BobbiHeal,1549,30
2685,papryk46,1549,29
2686,Diliviur,1549,78
2687,hlinares,1549,124
2688,drcraft1,1549,541
2689,kukumalu,1549,164
2690,lestat2233,1549,410
2691,JLarge,1549,366
2692,dirtytroll,1549,438
2693,war potato,1549,290
2694,Jareczek,1548,35
2695,Thomy80,1548,158
2696,Melegant,1548,75
2697,TM Picard,1548,47
2698,zysQ,1548,168
2699,Tomeniu,1548,424
2700,YuriSZ,1548,77
2701,Heavy1337,1548,284
2702,AKBanse,1548,42
2703,Fiction N Lies,1548,614
2704,freddll10,1548,333
2705,Katena,1548,564
2706,theethief,1548,136
2707,renwold,1548,77
2708,Hondowrg,1548,360
2709,Shrey93,1548,68
2710,yanche00,1548,201
2711,K-Smash,1548,22
2712,rshirk,1548,271
2713,deglingos,1548,35
2714,NeverAfter,1548,25
2715,bikou45,1548,111
2716,rasmustb,1548,92
2717,edrichoe,1548,60
2718,poohsan,1547,103
2719,Hydrogenbomb,1547,125
2720,Cadiella,1547,482
2721,CaptainMic,1547,23
2722,Hegemonian,1547,93
2723,Snegir96,1547,55
2724,cbb5013,1547,67
2725,ImHerman90,1547,24
2726,jman269,1547,138
2727,kmaryk,1547,834
2728,malice,1547,111
2729,tarquaeron,1547,63
2730,Gipsypippsy,1547,84
2731,Duke Lee Tow,1547,164
2732,Erppo,1547,142
2733,Alatrist,1547,46
2734,Chechy6,1547,152
2735,FrostyJake,1547,27
2736,Mountain Q,1547,183
2737,cbergeron46,1547,57
2738,bahara,1547,32
2739,player4428372,1547,40
2740,Mountaineagle,1547,118
2741,johnhmachalani,1546,30
2742,KyleRayner4,1546,27
2743,DavkoBoot,1546,90
2744,Takitus,1546,39
2745,JuraJenJura,1546,366
2746,Pallibus,1546,151
2747,Rain80,1546,664
2748,sirotan4649,1546,21
2749,kittykatkatja99,1546,492
2750,bjaki1987,1546,52
2751,Psychotychot,1546,395
2752,floridajedi,1546,90
2753,Attila1982,1546,78
2754,Yere,1546,881
2755,Randmacts,1546,128
2756,Better than the best,1546,117
2757,terkellus,1546,20
2758,taroko19,1546,51
2759,vananhtn,1546,91
2760,bookbarrow,1545,356
2761,RGFRED,1545,24
2762,Malu2309,1545,990
2763,Apollon-007,1545,32
2764,Alan Hinton,1545,68
2765,trueredorn,1545,75
2766,PitrsThe1st,1545,84
2767,Army_9u9,1545,225
2768,DkDeacon,1545,765
2769,bschn140,1545,26
2770,FimpN,1545,201
2771,BANANA MAN,1545,21
2772,Tiny Tweety,1545,155
2773,Socke7,1545,179
2774,Nius,1545,66
2775,Ferror,1545,45
2776,jjuddy,1545,46
2777,Harry9,1545,477
2778,Ripping,1544,458
2779,TMBuster,1544,201
2780,kissmash,1544,283
2781,Bagor_tenay,1544,358
2782,przemeo,1544,288
2783,Lukoko,1544,35
2784,dannett,1544,132
2785,Sutit,1544,593
2786,monacomat,1544,187
2787,TrueChurch,1544,176
2788,monosombrero,1544,38
2789,Jerogie,1544,65
2790,innot,1544,27
2791,RocketleagueMain,1544,102
2792,Sakke,1544,119
2793,NilesDavis,1544,34
2794,ManDudeBoy,1543,107
2795,Danyt,1543,76
2796,SK3NG,1543,617
2797,mrbondvivant,1543,320
2798,rorix,1543,58
2799,axelweiter,1543,27
2800,urkluk,1543,60
2801,Narlano,1543,225
2802,Bob Danger,1543,236
2803,Gopher Gold,1543,984
2804,Zantathar,1543,51
2805,Pirxtrurl,1543,285
2806,Alvaro Soto,1543,52
2807,wesmeer,1543,98
2808,spartyrok,1543,78
2809,Sylencia,1543,31
2810,ValeriusGeist,1543,151
2811,csehtomi,1543,82
2812,vladislavadlen,1543,151
2813,ayakam0211,1543,149
2814,Svalan,1543,104
2815,michellelktam,1543,117
2816,jfzini,1543,22
2817,Rundas77,1542,144
2818,-Pixel-,1542,375
2819,Just_Xenom,1542,62
2820,SNiLD,1542,41
2821,MadRuca,1542,35
2822,Drop Bear 90,1542,124
2823,tryhhard,1542,117
2824,Aard,1542,30
2825,Thilo,1542,79
2826,just a guy named steve,1542,21
2827,plueschpeti,1542,431
2828,jaggarama,1542,36
2829,Tbcotwig,1542,153
2830,Carpi78,1542,223
2831,Ello,1542,85
2832,srschel01,1542,52
2833,Ch3rryblo55om5,1542,41
2834,obrodmebej,1542,273
2835,GuruOfAllMusic,1542,24
2836,Baobab079,1542,171
2837,mateusjp,1542,117
2838,Padeush24,1542,213
2839,Daath,1541,166
2840,fishBRA1Ns,1541,83
2841,Jhonin,1541,75
2842,Willow55,1541,211
2843,supersonic83,1541,65
2844,Bastric,1541,129
2845,rapoll,1541,74
2846,ketrable,1541,100
2847,takeruru,1541,60
2848,ErkutKiel,1541,257
2849,tomtom.fr,1541,393
2850,Donat07,1541,44
2851,Grandmaster Diego,1541,83
2852,Rise_Against,1541,77
2853,Supernatural 90,1541,137
2854,EXILE14,1541,23
2855,GartChile,1541,31
2856,Fanster,1541,110
2857,wndrlst,1541,560
2858,Johnhall47,1541,65
2859,BFG1,1540,163
2860,Akurat94skc,1540,36
2861,CouilleDure,1540,154
2862,Sneag13,1540,38
2863,mikakitten,1540,36
2864,razebator93,1540,104
2865,BKLcyrus,1540,162
2866,Skoyaz,1540,22
2867,Elementropy,1540,177
2868,Chark1702,1540,62
2869,Eldred,1540,64
2870,Ellery-Payne,1540,36
2871,Poulpatrix,1540,145
2872,metawiz,1540,96
2873,Bebone,1540,37
2874,Emperium,1540,37
2875,judelin,1540,97
2876,bernapazos,1540,49
2877,kira slu,1540,85
2878,SPENCEPUTER,1540,377
2879,ABCDude,1540,71
2880,Meleeman,1540,59
2881,Macska,1539,97
2882,Men0,1539,277
2883,WavesCrashing,1539,129
2884,djf001,1539,386
2885,Thanatosjax,1539,280
2886,Tinkenator,1539,84
2887,Jess2304,1539,399
2888,milliondreams,1539,246
2889,lexyei,1539,411
2890,Zornbold,1539,60
2891,lollypopjam,1539,42
2892,z1z2,1539,61
2893,MrAheoja,1539,27
2894,Bigaus82,1539,1080
2895,Simple_boy,1539,52
2896,lloydqc,1539,84
2897,zocko,1539,122
2898,khart1001,1539,72
2899,mosyr,1539,152
2900,saeokuri,1539,116
2901,Creditbox,1539,123
2902,8u770n5,1539,26
2903,FabGibson82,1539,340
2904,player6030037,1539,23
2905,cocojambooo,1539,27
2906,undercover82,1539,272
2907,Darkstar,1539,584
2908,Mauroxx,1539,29
2909,Ger_Kratos,1538,29
2910,SimoneWack,1538,38
2911,obiwanjedi,1538,66
2912,Kaunmoan,1538,62
2913,pilimausaren,1538,25
2914,S.Holmes,1538,340
2915,Josiah89,1538,128
2916,Hawk_the_Grey,1538,225
2917,Buzzer1970,1538,769
2918,Javilhon,1538,112
2919,Marsrius,1538,59
2920,Lullium,1538,64
2921,Starcrunch,1538,48
2922,Tess de Fy,1538,103
2923,Monarch24,1538,76
2924,lazie,1538,143
2925,Smy-,1538,60
2926,Алексей19891989,1538,111
2927,cargoRoad,1538,146
2928,mikkom,1537,25
2929,Tubilderborst,1537,42
2930,SpearoNika,1537,146
2931,n0body,1537,90
2932,papatecetou,1537,149
2933,Pelican666,1537,28
2934,MangalVasi,1537,238
2935,ramonvanlith,1537,23
2936,bekavaros,1537,24
2937,serse,1537,215
2938,Salbowski,1537,157
2939,Blitzkrieg88,1537,134
2940,DirtyDen11,1537,752
2941,GeovanyX,1537,114
2942,danmed,1537,110
2943,iTzAngelito,1537,385
2944,Gwindor_1,1536,101
2945,DJTreeno,1536,251
2946,teo_ost,1536,93
2947,Nam1220,1536,24
2948,kcolbran,1536,29
2949,Vektorn,1536,47
2950,RafaAnto,1536,125
2951,Gentiane bleue,1536,157
2952,CptFlamme,1536,188
2953,Aalith,1536,53
2954,stignyman,1536,45
2955,Bubo,1536,80
2956,Lazzyboi117,1536,50
2957,Jam436,1536,23
2958,Liamda,1535,20
2959,Xenomorphious,1535,114
2960,Rowan Tien,1535,67
2961,the_governor,1535,373
2962,Adam Badura,1535,51
2963,meganjark,1535,71
2964,padafour,1535,37
2965,yajunn,1535,566
2966,autowash,1535,309
2967,Joonan,1535,87
2968,Thinny666,1535,95
2969,cnpurcell,1535,145
